0.338045,0.430776,0.369423,0.569713,1,1
-0.47816,-0.68128,0.369423,0.569713,1,2
-4.437779,-1.490989,0.369423,0.569713,1,3
-4.188293,-0.736173,0.369423,0.569713,1,4
-0.911973,-0.520763,0.369423,0.569713,1,5
1.154772,0.261171,0.369423,0.569713,1,6
1.517997,0.475321,0.369423,0.569713,1,7
1.760485,0.39781,0.369423,0.569713,1,8
0.143089,0.180489,0.369423,0.569713,1,9
-0.902197,-0.502614,0.369423,0.569713,1,10
-0.640742,-0.61963,0.369423,0.569713,1,11
-0.310626,0.085112,0.369423,0.569713,1,12
0.06208,-1.069333,0.369423,0.569713,1,13
-0.607979,0.550518,0.369423,0.569713,1,14
-2.485672,-1.915834,0.369423,0.569713,1,15
-3.742614,-1.705776,0.369423,0.569713,1,16
-2.303888,0.523705,0.369423,0.569713,1,17
-0.574191,0.795179,0.369423,0.569713,1,18
-2.221173,-0.396438,0.369423,0.569713,1,19
3.735361,2.044719,0.369423,0.569713,1,20
2.276332,-0.396022,0.369423,0.569713,1,21
1.441661,-0.615852,0.369423,0.569713,1,22
0.864048,-0.805442,0.369423,0.569713,1,23
1.985923,1.411073,0.369423,0.569713,1,24
-1.334477,-0.908477,0.369423,0.569713,1,25
-0.805863,0.082187,0.369423,0.569713,1,26
-1.213204,0.134271,0.369423,0.569713,1,27
-2.292683,-0.07637,0.369423,0.569713,1,28
0.963781,0.431275,0.369423,0.569713,1,29
2.704172,0.883774,0.369423,0.569713,1,30
3.666885,1.775256,0.369423,0.569713,1,31
2.730658,1.4046,0.369423,0.569713,1,32
0.333661,0.235975,0.369423,0.569713,1,33
-0.603573,-0.383511,0.369423,0.569713,1,34
0.227934,0.545716,0.369423,0.569713,1,35
1.411294,0.742222,0.369423,0.569713,1,36
0.552072,-0.283023,0.369423,0.569713,1,37
-2.591843,-2.39673,0.369423,0.569713,1,38
-2.678458,-1.146118,0.369423,0.569713,1,39
-4.565652,-2.550343,0.369423,0.569713,1,40
-4.949683,-1.18222,0.369423,0.569713,1,41
-1.832066,0.162831,0.369423,0.569713,1,42
-3.50584,-1.595271,0.369423,0.569713,1,43
-1.652264,-0.560002,0.369423,0.569713,1,44
3.508784,0.832702,0.369423,0.569713,1,45
2.835502,0.252762,0.369423,0.569713,1,46
3.510258,1.182618,0.369423,0.569713,1,47
-0.255733,-1.34054,0.369423,0.569713,1,48
-0.424629,-0.624658,0.369423,0.569713,1,49
-0.165152,-0.131931,0.369423,0.569713,1,50
1.646669,0.677749,-0.159431,-0.442573,2,1
0.308476,1.488078,-0.159431,-0.442573,2,2
0.462436,0.031332,-0.159431,-0.442573,2,3
-1.091857,-1.019932,-0.159431,-0.442573,2,4
1.66723,1.068367,-0.159431,-0.442573,2,5
-0.144663,0.51239,-0.159431,-0.442573,2,6
